
Scientific Results. Volume 177															
D. Hodell. Ms 177SR-120															
Chapter 9. Table T2.  d18O and d13C for the benthic and planktonic foraminifers. CaCO3. and percent fragmentation of planktonic foraminifers. Site 1089.															

Leg 177. Site 1089. Hole A   				 	 	 	 	 	 	 	 	 	 	 	
 Position: 40 deg 56.1865 min S. 9 deg 53.6447 min E								 	 	 	 	 	 	 	
 Water depth. mbrf ( APC Calc ): 4630.2m															



Site	Hole	Core	Section	IntervalTop(cm)	IntervalBottom(cm)	Depth(modified.mcd)	Age(ka)	d18O.F.bulloides(permil)	d13C.G.bulloides(permil)	d18O.Cibicidoides.(permil)	d13C.Cibicidoides.(permil)	Lab CaCO3.(wt%)	fragmentation.(%)	LabZ
1089	B	8	5	70	71.5	77.25	473.44	NA	NA	3.34	-0.53	UF	3.3	NA	UF
1089	B	8	5	75	77.5	77.3	473.65	NA	NA	3.61	-0.44	UF	3	NA	UF
1089	B	8	5	80	81.5	77.35	473.85	NA	NA	3.41	-0.71	UF	5.4	NA	UF
1089	B	8	5	85	86.5	77.4	474.06	NA	NA	3.34	-0.89	UF	10.2	NA	UF
1089	B	8	5	90	91.5	77.45	474.26	NA	NA	3.44	-0.33	UF	10.3	NA	UF
1089	B	8	5	95	96.5	77.5	474.47	2.16	0.68	3.43	-0.12	UF	13.7	NA	UF
1089	B	8	5	100	102	77.55	474.67	1.93	0.44	3.33	-0.1	UF	17.5	NA	UF
1089	B	8	5	105	107	77.6	474.88	NA	NA	3.33	0.1	UF	14.6	NA	UF
1089	B	8	5	110	112	77.65	475.09	NA	NA	3.24	0	UF	10.8	NA	UF
1089	B	8	5	115	118	77.7	475.29	NA	NA	3.25	0.14	UF	18.3	NA	UF
1089	B	8	5	120	122	77.75	475.5	NA	NA	3.23	0.13	UF	15.7	NA	UF
1089	B	8	5	125	127	77.8	475.7	NA	NA	3.16	-0.05	UF	13.8	NA	UF
1089	B	8	5	130	132	77.85	475.91	NA	NA	NA	NA	UF	6.6	NA	UF
1089	B	8	5	135	137	77.9	476.12	NA	NA	3	-0.22	UF	5.5	NA	UF
1089	C	9	2	45	46.5	77.93	476.24	2.03	0.51	3.13	0.19	UF	10.2	NA	UF
1089	C	9	2	50	51.5	77.98	476.44	NA	NA	3.12	0.04	UF	3.3	NA	UF
1089	C	9	2	55	56.5	78.03	476.65	NA	NA	3.13	-0.09	UF	8.4	NA	UF
1089	C	9	2	60	61.5	78.08	476.86	NA	NA	3.07	0.02	UF	7.3	NA	UF
1089	C	9	2	65	66.5	78.13	477.06	NA	NA	NA	NA	UF	7.5	NA	UF
1089	C	9	2	70	71.5	78.18	477.27	2	0.01	3.17	-0.47	UF	11.8	NA	UF
1089	C	9	2	75	76.5	78.23	477.47	2.05	0.59	3.26	-0.1	UF	14.8	NA	UF
1089	C	9	2	80	81.25	78.28	477.68	2.04	0.65	3.18	0.05	UF	15.1	NA	UF
1089	C	9	2	85	86.5	78.33	477.88	NA	NA	3.15	0.18	UF	13.5	NA	UF
1089	C	9	2	90	91.5	78.38	478.09	NA	NA	3.18	0.26	UF	11.3	NA	UF
1089	C	9	2	95	96.5	78.43	478.3	2.14	0.28	3.11	0.2	UF	29	NA	UF
1089	C	9	2	100	102	78.48	478.5	NA	NA	3.05	0.28	UF	23.8	NA	UF
1089	C	9	2	105	107	78.53	478.71	NA	NA	3.07	0.29	UF	27.2	NA	UF
1089	C	9	2	110	112	78.58	478.91	NA	NA	3.01	0.41	UF	25.1	NA	UF
1089	C	9	2	115	117	78.63	479.12	NA	NA	3.05	-0.08	UF	28.5	NA	UF
1089	C	9	2	120	122	78.68	479.33	2.52	0.44	3	-0.1	UF	25.3	NA	UF
1089	C	9	2	125	127	78.73	479.53	NA	NA	3.05	0.36	UF	21.2	NA	UF
1089	C	9	2	130	132	78.78	479.74	NA	NA	3.03	0.21	UF	20.4	NA	UF
1089	C	9	2	135	137	78.83	479.94	NA	NA	3.1	0.27	UF	24.3	NA	UF
1089	C	9	2	140	142	78.88	480.15	NA	NA	2.97	-0.14	UF	16.6	NA	UF
1089	C	9	2	145	147	78.93	480.35	1.95	0.46	3	-0.04	UF	26.8	NA	UF
1089	C	9	3	0	1.5	78.98	480.56	NA	NA	2.96	0.21	UF	20	NA	UF
1089	C	9	3	5	6.5	79.03	480.77	NA	NA	3.04	0.15	UF	11.6	NA	UF
1089	C	9	3	10	11.5	79.08	480.97	NA	NA	2.99	0.34	UF	14.2	NA	UF
1089	C	9	3	15	16.5	79.13	481.18	NA	NA	NA	NA	UF	14.7	NA	UF
1089	C	9	3	20	21.5	79.18	481.38	1.96	0.92	2.98	0.25	UF	12.9	NA	UF
1089	C	9	3	25	26.5	79.23	481.59	NA	NA	3	0.53	UF	14.8	NA	UF
1089	C	9	3	30	31.5	79.28	481.79	2.02	0.91	2.99	0.19	UF	14.8	NA	UF
1089	C	9	3	35	36.5	79.33	482	1.97	0.78	2.98	0.69	UF	18.9	NA	UF
1089	C	9	3	40	41.5	79.38	482.62	1.89	0.55	3	0.2	UF	20.3	NA	UF
1089	C	9	3	45	46.5	79.43	483.24	1.71	0.25	3.16	0.22	UF	17.1	NA	UF
1089	C	9	3	50	51.5	79.48	483.87	NA	NA	3.05	0.1	UF	15.8	NA	UF
1089	C	9	3	55	56.5	79.53	484.49	1.98	0.49	3.06	0.15	UF	17.4	NA	UF
1089	C	9	3	60	61.5	79.58	485.11	NA	NA	3.08	0.2	UF	13.3	NA	UF
1089	C	9	3	65	66.5	79.63	485.73	1.99	0.06	3.11	-0.07	UF	15.7	NA	UF
1089	C	9	3	70	71.5	79.68	486.36	1.85	0.12	3.12	0.27	UF	15.8	NA	UF
1089	C	9	3	75	76.5	79.73	486.98	NA	NA	3.1	0.21	UF	8.8	NA	UF
1089	C	9	3	80	81.5	79.78	487.6	NA	NA	3.12	0.27	UF	12.3	NA	UF
1089	C	9	3	85	86.5	79.83	488.22	NA	NA	3.21	0.24	UF	12.6	NA	UF
1089	C	9	3	90	91.5	79.88	488.84	1.88	0.48	NA	NA	UF	13.8	NA	UF
1089	C	9	3	95	96.5	79.93	489.47	2.15	0.2	3.09	0.45	UF	17.8	NA	UF
1089	C	9	3	100	102	79.98	490.09	2.12	0.65	3.14	0.28	UF	19.8	NA	UF
1089	C	9	3	105	107	80.03	490.71	NA	NA	3.14	0.35	UF	22.9	NA	UF
1089	C	9	3	110	112	80.08	491.33	1.97	0.61	3.07	0.33	UF	25.4	NA	UF
1089	C	9	3	115	117	80.13	491.96	2.18	0.81	3.03	0.15	UF	25.4	NA	UF
1089	C	9	3	120	122	80.18	492.58	2	0.15	3.05	0.24	UF	23.1	NA	UF
1089	C	9	3	125	127	80.23	493.2	1.96	0.53	3.26	0.05	UF	28.6	NA	UF
1089	C	9	3	130	132	80.28	493.82	2.18	0.8	3.25	-0.14	UF	30.1	NA	UF
1089	C	9	3	135	137	80.33	494.44	2.17	0.41	3.14	0.2	UF	32.3	NA	UF
1089	C	9	3	140	142	80.38	495.07	2.08	0.17	3.31	0.15	UF	32.8	NA	UF
1089	C	9	3	145	147	80.43	495.69	1.86	0.09	3.32	-0.47	UF	34.9	NA	UF
1089	C	9	4	0	1.5	80.48	496.31	NA	NA	3.25	-0.18	UF	36.8	NA	UF
1089	C	9	4	5	6.5	80.53	496.93	2.19	0.32	3.25	0.04	UF	36.3	NA	UF
1089	C	9	4	10	11.5	80.58	497.56	2.18	0.02	3.26	0.03	UF	36.4	NA	UF
1089	C	9	4	15	16.5	80.63	498.18	2.35	0.67	3.27	0.2	UF	37.9	NA	UF
1089	C	9	4	20	21.5	80.68	498.8	2.23	0.22	3.33	-0.11	UF	34.5	NA	UF
1089	C	9	4	25	26.5	80.73	499.42	2.23	0.94	3.29	0.2	UF	36.9	NA	UF
1089	C	9	4	30	31.5	80.78	500.04	2.2	0.45	3.37	0.26	UF	33.2	NA	UF
1089	C	9	4	35	36.5	80.83	500.67	2.17	0.55	3.32	0.11	UF	26.3	NA	UF
1089	C	9	4	40	41.5	80.88	501.29	2.14	-0.12	3.28	-0.12	UF	22.5	NA	UF
1089	C	9	4	45	46.5	80.93	501.91	2.37	0.5	3.41	-0.34	UF	28.9	NA	UF
1089	C	9	4	50	51.5	80.98	502.53	NA	NA	3.34	0.02	UF	35.7	NA	UF
1089	C	9	4	55	56.5	81.03	503.16	NA	NA	3.33	0.46	UF	38.2	NA	UF
1089	C	9	4	60	61.5	81.08	503.78	2.15	-0.02	3.42	-0.12	UF	37.7	NA	UF
1089	C	9	4	65	66.5	81.13	504.4	2.51	0.54	3.46	0.08	UF	32.8	NA	UF
1089	C	9	4	70	71.5	81.18	505.02	NA	NA	3.57	-0.26	UF	30.8	NA	UF
1089	C	9	4	75	76.5	81.23	505.64	2.49	1.66	3.58	-0.15	UF	26.7	NA	UF
1089	C	9	4	80	81.5	81.28	506.27	NA	NA	3.48	-0.4	UF	32.3	NA	UF
1089	C	9	4	85	86.5	81.33	506.89	2.46	0.26	3.56	0.09	UF	35.3	NA	UF
1089	C	9	4	90	91.5	81.38	507.51	NA	NA	3.58	0.15	UF	35.7	NA	UF
1089	C	9	4	95	96.5	81.43	508.13	2.46	0.2	3.55	-0.03	UF	33.9	NA	UF
1089	C	9	4	100	102	81.48	508.76	2.49	-0.03	3.54	0.14	UF	35.8	NA	UF
1089	C	9	4	105	107	81.53	509.38	NA	NA	NA	NA	UF	31.3	NA	UF
1089	C	9	4	110	112	81.58	510	NA	NA	3.63	0.4	UF	32.2	NA	UF
1089	C	9	4	115	117	81.63	510.36	NA	NA	3.6	-0.09	UF	31.2	NA	UF
1089	C	9	4	120	122	81.68	510.72	2.47	0.25	3.52	0.05	UF	29	NA	UF
1089	C	9	4	125	127	81.73	511.08	2.47	0.38	3.64	0.65	UF	32.7	NA	UF
1089	C	9	4	130	132	81.78	511.44	NA	NA	3.61	-0.02	UF	32.8	NA	UF
1089	C	9	4	135	137	81.83	511.8	NA	NA	3.62	0.05	UF	33.3	NA	UF
1089	C	9	4	140	142	81.88	512.16	NA	NA	3.54	-0.35	UF	35.6	NA	UF
1089	C	9	4	145	147	81.93	512.52	NA	NA	3.54	0.07	UF	34.8	NA	UF
1089	C	9	5	0	1.5	81.98	512.88	2.26	-0.04	3.55	0.09	UF	37.5	NA	UF
1089	C	9	5	5	6.5	82.03	513.24	2.69	0.36	3.46	-0.07	UF	36.4	NA	UF
1089	C	9	5	10	11.5	82.08	513.6	NA	NA	3.43	0.15	UF	37.8	NA	UF
1089	C	9	5	15	16.5	82.13	513.96	2.35	0.63	3.43	-0.16	UF	40.5	NA	UF
1089	C	9	5	20	21.5	82.18	514.32	NA	NA	3.43	-0.16	UF	39.4	NA	UF
1089	C	9	5	25	26.5	82.23	514.68	2.21	0.88	3.44	0.11	UF	43.3	NA	UF
1089	C	9	5	30	31.5	82.28	515.04	2.53	0.06	3.56	-0.12	UF	41.3	NA	UF
1089	C	9	5	35	36.5	82.33	515.4	2.14	0.47	3.42	0.12	UF	47.2	NA	UF
1089	C	9	5	40	41.5	82.38	515.76	2.1	0.68	3.44	0.51	UF	50.7	NA	UF
1089	C	9	5	45	46.5	82.43	516.12	2.54	0.39	3.3	0.11	UF	45	NA	UF
1089	C	9	5	50	51.5	82.48	516.48	2.22	0.04	3.39	0.23	UF	47.5	NA	UF
1089	C	9	5	55	56.5	82.53	516.84	2.14	-0.12	3.42	0.24	UF	48.3	NA	UF
1089	C	9	5	60	61.5	82.58	517.2	NA	NA	3.41	0.32	UF	48.8	NA	UF
1089	C	9	5	65	66.5	82.63	517.56	2.33	-0.02	3.33	0.21	UF	50.6	NA	UF
1089	C	9	5	70	71.5	82.68	517.92	2.01	0.14	3.42	0.13	UF	53.8	NA	UF
1089	C	9	5	75	76.5	82.73	518.28	2.61	0.96	NA	NA	UF	51.1	NA	UF
1089	C	9	5	80	81.5	82.78	518.64	2.6	0.9	3.38	-0.21	UF	49.8	NA	UF
1089	C	9	5	85	86.5	82.83	519	2.55	0.52	3.32	-0.05	UF	48.3	NA	UF
1089	C	9	5	90	91.5	82.88	519.36	2.13	0.69	NA	NA	UF	53.8	NA	UF
1089	C	9	5	95	96.5	82.93	519.72	2.34	0.23	3.28	-0.14	UF	51.7	NA	UF
1089	C	9	5	100	102	82.98	520.08	NA	NA	3.31	-0.19	UF	NA	NA	UF
1089	C	9	5	105	107	83.03	520.44	NA	NA	3.34	-0.55	UF	NA	NA	UF
1089	C	9	5	110	112	83.08	520.8	NA	NA	NA	NA	UF	NA	NA	UF
1089	C	9	5	115	117	83.13	521.16	NA	NA	NA	NA	UF	NA	NA	UF
1089	C	9	5	120	122	83.18	521.52	NA	NA	NA	NA	UF	54.2	NA	UF
1089	C	9	5	125	127	83.23	521.88	2.14	0.15	NA	NA	UF	50.7	NA	UF
1089	C	9	5	130	132	83.28	522.24	2.41	0.8	3.27	-0.33	UF	51.2	NA	UF
1089	C	9	5	135	137	83.33	522.6	2.52	0.38	3.21	-0.46	UF	48.9	NA	UF
1089	C	9	5	140	142	83.38	522.96	2.38	0.34	3.48	-0.79	UF	50.6	NA	UF
1089	C	9	5	145	147	83.43	523.32	2.68	0.71	3.4	-0.49	UF	57.4	NA	UF
1089	B	9	2	99	102	83.87	526.48	NA	NA	3.35	-0.35	UF	62.1	NA	UF
1089	B	9	2	105	107	83.92	526.84	2.74	0.42	3.34	-0.1	UF	62.6	NA	UF
1089	B	9	2	110	112	83.97	527.2	2.72	0.1	3.45	-0.15	UF	60.3	NA	UF
1089	B	9	2	115	117	84.02	527.56	2.74	0.34	3.48	-0.32	UF	57.3	NA	UF
1089	B	9	2	120	122	84.07	527.92	2.67	0.25	3.57	-0.53	UF	55	NA	UF
1089	B	9	2	125	127	84.12	528.28	NA	NA	3.49	-0.69	UF	50.1	NA	UF
1089	B	9	2	130	132	84.17	528.64	2.62	0.49	3.41	-0.92	UF	44.4	NA	UF
1089	B	9	2	135	137	84.22	529	2.48	0.02	3.49	-0.74	UF	38.6	NA	UF
1089	B	9	2	140	142	84.27	529.36	2.41	-0.61	3.7	-1.14	UF	40	NA	UF
1089	B	9	2	145	147	84.32	529.72	2.38	-0.74	3.68	-1.37	UF	35.2	NA	UF
1089	B	9	3	0	1.5	84.37	530.08	2.44	-0.92	3.68	-1.17	UF	30.3	NA	UF
1089	B	9	3	5	6.5	84.42	530.44	2.36	-0.6	3.71	-0.97	UF	32.8	NA	UF
1089	B	9	3	10	11.5	84.47	530.8	2.54	-0.49	3.75	-1.11	UF	34	NA	UF
1089	B	9	3	15	16.5	84.52	531.16	2.45	-0.42	3.77	-1.59	UF	31.5	NA	UF
1089	B	9	3	20	21.5	84.57	531.52	2.56	-0.4	3.83	-1.27	UF	32.4	NA	UF
1089	B	9	3	25	26.5	84.62	531.88	2.63	-0.28	3.8	-0.65	UF	36.1	NA	UF
1089	B	9	3	30	31.5	84.67	532.24	2.55	-0.83	3.93	-1.25	UF	29.6	NA	UF
1089	B	9	3	35	36.5	84.72	532.6	2.71	-0.63	3.91	-0.57	UF	24.4	NA	UF
1089	B	9	3	39	41.5	84.77	532.96	2.65	-0.56	3.8	-1.04	UF	23.6	NA	UF
1089	B	9	3	45	46.5	84.82	533.32	2.55	-0.45	3.72	-1.31	UF	27.9	NA	UF
1089	B	9	3	50	51.5	84.87	533.68	2.48	-0.54	3.89	-1.58	UF	29.8	NA	UF
1089	B	9	3	55	56.5	84.92	534.04	2.53	-0.45	3.82	-1.54	UF	32.4	NA	UF
1089	B	9	3	60	61.5	84.97	534.4	2.46	-0.58	3.87	-1.57	UF	30.8	NA	UF
1089	B	9	3	65	66.5	85.02	534.76	2.6	-0.33	3.8	-1.45	UF	35.3	NA	UF
1089	B	9	3	70	71.5	85.07	535.12	2.61	-0.7	3.72	-1.33	UF	40.2	NA	UF
1089	B	9	3	75	77.5	85.12	535.48	2.56	-0.82	3.82	-1.18	UF	45.5	NA	UF
1089	B	9	3	79	81.5	85.17	535.84	2.47	-0.49	3.83	-1.16	UF	43.1	NA	UF
1089	B	9	3	85	86.5	85.22	536.2	2.56	-0.41	3.81	-0.78	UF	45.1	NA	UF
1089	B	9	3	90	91.5	85.27	536.56	2.43	-0.67	3.78	-1.16	UF	44.8	NA	UF
1089	B	9	3	95	96.5	85.32	536.92	2.55	-0.42	3.78	-1.13	UF	44	NA	UF
1089	B	9	3	99	102	85.37	537.28	2.46	-0.65	3.75	-0.58	UF	41.7	NA	UF
1089	B	9	3	105	107	85.42	537.64	2.33	-0.87	3.8	-1.23	UF	44.9	NA	UF
1089	B	9	3	110	112	85.47	538	2.48	-0.64	3.76	-1.34	UF	42.8	NA	UF
1089	B	9	3	115	117	85.52	538.31	2.6	-0.54	3.78	-1.25	UF	41.2	NA	UF
1089	B	9	3	120	122	85.57	538.62	2.66	-0.43	3.78	-1.57	UF	40	NA	UF
1089	B	9	3	125	127	85.62	538.93	2.6	-0.62	3.84	-0.95	UF	38.3	NA	UF
1089	B	9	3	130	132	85.67	539.24	2.44	-0.66	3.86	-0.59	UF	38.7	NA	UF
1089	B	9	3	135	137	85.72	539.56	2.29	-0.67	3.83	-1.06	UF	38.1	NA	UF
1089	B	9	3	140	142	85.77	539.87	2.27	-0.7	3.77	-0.9	UF	32	NA	UF
1089	B	9	3	145	147	85.82	540.18	2.31	-0.68	3.73	-1.57	UF	32	NA	UF
1089	B	9	4	0	1.5	85.87	540.49	2.6	-0.64	3.79	-1.24	UF	21.7	NA	UF
1089	B	9	4	5	6.5	85.92	540.8	2.26	-0.65	3.79	-1.06	UF	11.8	NA	UF
1089	B	9	4	10	11.5	85.97	541.11	2.37	-0.45	3.74	-1.51	UF	7.8	NA	UF
1089	B	9	4	15	16.5	86.02	541.42	2.3	-0.53	3.8	-1.38	UF	11	NA	UF
1089	B	9	4	20	21.5	86.07	541.73	2.59	-0.47	3.75	-1.18	UF	19.6	NA	UF
1089	B	9	4	25	26.5	86.12	542.04	2.54	-0.54	3.79	-1.39	UF	19.4	NA	UF
1089	B	9	4	30	31.5	86.17	542.36	2.9	-0.41	3.78	-1.11	UF	14.2	NA	UF
1089	B	9	4	35	36.5	86.22	542.67	NA	NA	3.71	-1.17	UF	12.9	NA	UF
1089	B	9	4	39	41.5	86.27	542.98	2.66	-0.57	3.75	-1.18	UF	14	NA	UF
1089	B	9	4	45	46.5	86.32	543.29	2.35	-0.65	3.73	-1.29	UF	11.9	NA	UF
1089	B	9	4	50	51.5	86.37	543.6	2.47	-0.53	3.71	-0.45	UF	11.2	NA	UF
1089	B	9	4	55	56.5	86.42	543.91	2.82	-0.06	3.77	-0.88	UF	8.3	NA	UF
1089	B	9	4	60	61.5	86.47	544.22	2.42	-0.56	3.7	-1.17	UF	10.2	NA	UF
1089	B	9	4	65	66.5	86.52	544.53	2.52	-0.3	3.7	-0.91	UF	10.6	NA	UF
1089	B	9	4	69	71.5	86.57	544.84	NA	NA	3.68	-0.85	UF	11.3	NA	UF
1089	B	9	4	75	77.5	86.62	545.16	2.28	-0.85	3.58	-0.76	UF	12.3	NA	UF
1089	B	9	4	80	81.5	86.67	545.47	2.4	-0.3	3.63	-1.09	UF	12.7	NA	UF
1089	B	9	4	85	86.5	86.72	545.78	2.57	-0.61	3.6	-0.98	UF	12.4	NA	UF
1089	B	9	4	90	91.5	86.77	546.09	2.56	-0.28	3.72	-0.72	UF	11	NA	UF
1089	B	9	4	95	96.5	86.82	546.4	2.4	-0.13	3.63	-0.85	UF	10.3	NA	UF
1089	B	9	4	99	102	86.87	546.71	NA	NA	3.57	-0.9	UF	10.6	NA	UF
1089	B	9	4	105	107	86.92	547.02	2.46	-0.37	3.59	-0.98	UF	9.2	NA	UF
1089	B	9	4	110	112	86.97	547.33	2.69	0.14	3.81	-0.74	UF	6.1	NA	UF
1089	B	9	4	115	117	87.02	547.64	NA	NA	3.5	-0.56	UF	8.4	NA	UF
1089	B	9	4	120	122	87.07	547.96	2.38	-0.4	3.59	-0.64	UF	5.4	NA	UF
1089	B	9	4	125	127	87.12	548.27	1.99	-0.45	3.56	-1.02	UF	5.6	NA	UF
1089	B	9	4	130	132	87.17	548.58	NA	NA	3.78	-0.73	UF	2.9	NA	UF
1089	B	9	4	135	137	87.22	548.89	NA	NA	3.68	-1.2	UF	6.2	NA	UF
1089	B	9	4	140	142	87.27	549.2	NA	NA	3.52	-0.34	UF	2.5	NA	UF
1089	B	9	4	145	147	87.32	549.51	NA	NA	3.5	-0.96	UF	2.8	NA	UF
1089	B	9	5	0	1.5	87.37	549.82	2.33	-0.01	3.43	-0.93	UF	9.6	NA	UF
1089	B	9	5	5	6.5	87.42	550.13	2.31	-0.33	3.55	-0.45	UF	13.4	NA	UF
1089	B	9	5	10	11.5	87.47	550.44	2.39	-0.14	3.34	-0.61	UF	17.7	NA	UF
1089	B	9	5	15	16.5	87.52	550.76	NA	NA	3.37	-0.52	UF	11	NA	UF
1089	B	9	5	20	21.5	87.57	551.07	NA	NA	3.35	-0.55	UF	4.1	NA	UF
1089	B	9	5	25	26.5	87.62	551.38	2.26	0.01	3.5	-0.87	UF	0.9	NA	UF
1089	B	9	5	30	31.5	87.67	551.69	2	-0.39	NA	NA	UF	5.2	NA	UF
1089	B	9	5	35	36.5	87.72	552	2.23	-0.45	3.4	-1.13	UF	8.5	NA	UF
1089	B	9	5	40	41.5	87.77	552.59	2.17	-0.3	3.34	-0.45	UF	7.9	NA	UF
1089	B	9	5	45	46.5	87.82	553.19	2.23	-0.2	3.43	-0.24	UF	13.7	NA	UF
1089	B	9	5	50	51.5	87.87	553.78	2.31	-0.02	3.31	0.27	UF	17.8	NA	UF
1089	B	9	5	55	56.5	87.92	554.38	2.41	0.11	3.22	-0.09	UF	19.3	NA	UF
1089	B	9	5	60	61.5	87.97	554.97	NA	NA	3.23	-0.16	UF	19.4	NA	UF
1089	B	9	5	65	66.5	88.02	555.57	NA	NA	3.21	-0.03	UF	13.7	NA	UF
1089	B	9	5	70	71.5	88.07	556.16	NA	NA	3.19	-0.28	UF	9.1	NA	UF
1089	B	9	5	75	77.5	88.12	556.76	NA	NA	3.36	-0.07	UF	6	NA	UF
1089	B	9	5	80	81.5	88.17	557.35	NA	NA	NA	NA	UF	0	NA	UF
1089	B	9	5	85	86.5	88.22	557.95	NA	NA	NA	NA	UF	0.3	NA	UF
1089	B	9	5	90	91.5	88.27	558.54	NA	NA	NA	NA	UF	0.3	NA	UF
1089	B	9	5	95	96.5	88.32	559.14	NA	NA	NA	NA	UF	0	NA	UF
1089	B	9	5	99	102	88.37	559.73	NA	NA	NA	NA	UF	0	NA	UF
1089	B	9	5	105	107	88.42	560.32	NA	NA	NA	NA	UF	0.4	NA	UF
1089	B	9	5	110	112	88.47	560.92	NA	NA	NA	NA	UF	0.4	NA	UF
1089	B	9	5	115	117	88.52	561.51	NA	NA	NA	NA	UF	0.3	NA	UF
1089	B	9	5	120	122	88.57	562.11	NA	NA	3.37	0.11	UF	1.3	NA	UF
1089	B	9	5	125	127	88.62	562.7	NA	NA	3.42	0.47	UF	0.3	NA	UF
1089	B	9	5	130	132	88.67	563.3	NA	NA	NA	NA	UF	0.3	NA	UF
1089	B	9	5	135	137	88.72	563.89	NA	NA	NA	NA	UF	0.3	NA	UF
1089	B	9	5	140	142	88.77	564.49	NA	NA	NA	NA	UF	0	NA	UF
1089	B	9	5	145	147	88.82	565.08	NA	NA	NA	NA	UF	0	NA	UF
1089	B	9	6	0	1.5	88.87	565.68	NA	NA	NA	NA	UF	0	NA	UF
1089	B	9	6	5	6.5	88.92	566.27	NA	NA	NA	NA	UF	0.2	NA	UF
1089	B	9	6	10	11.5	88.97	566.86	NA	NA	NA	NA	UF	0.3	NA	UF
1089	B	9	6	15	16.5	89.02	567.46	NA	NA	NA	NA	UF	1	NA	UF
1089	B	9	6	20	21.5	89.07	568.05	NA	NA	2.94	0.16	UF	1.5	NA	UF
1089	B	9	6	25	26.5	89.12	568.65	NA	NA	2.84	0.12	UF	5.1	NA	UF
1089	B	9	6	30	31.5	89.17	569.24	NA	NA	3.03	-0.23	UF	4.6	NA	UF
1089	B	9	6	35	36.5	89.22	569.84	NA	NA	2.82	0.19	UF	7.1	NA	UF
1089	B	9	6	40	41.5	89.27	570.43	NA	NA	2.83	-0.17	UF	8.4	NA	UF
1089	B	9	6	45	46.5	89.32	571.03	NA	NA	2.94	-0.09	UF	10.1	NA	UF
1089	B	9	6	50	56.5	89.37	571.62	NA	NA	NA	NA	UF	14.1	NA	UF
1089	B	9	6	55	56.5	89.42	572.22	NA	NA	NA	NA	UF	13.3	NA	UF
1089	B	9	6	60	61.5	89.47	572.81	NA	NA	2.73	-0.13	UF	14.7	NA	UF
1089	B	9	6	65	66.5	89.52	573.41	NA	NA	2.74	-0.18	UF	16.3	NA	UF
1089	B	9	6	70	71.5	89.57	574	NA	NA	NA	NA	UF	18.8	NA	UF
1089	C	10	2	55	56.5	89.64	575.91	NA	NA	3.24	0.23	UF	16	NA	UF
1089	C	10	2	60	61.5	89.69	577.27	NA	NA	3.25	-0.68	UF	12.5	NA	UF
1089	C	10	2	65	66.5	89.74	578.64	NA	NA	3.2	-0.35	UF	11.3	NA	UF
1089	C	10	2	70	71.5	89.79	580	NA	NA	3.48	-0.31	UF	9.8	NA	UF
1089	C	10	2	75	76.5	89.84	580.29	NA	NA	3.1	-0.29	UF	11.3	NA	UF
1089	C	10	2	80	81.5	89.89	580.58	NA	NA	3.47	-0.1	UF	3.1	NA	UF
1089	C	10	2	85	86.5	89.94	580.87	NA	NA	NA	NA	UF	0.4	NA	UF
1089	C	10	2	90	91.5	89.99	581.17	NA	NA	NA	NA	UF	1.1	NA	UF
1089	C	10	2	95	96.5	90.04	581.46	NA	NA	NA	NA	UF	0.8	NA	UF
1089	C	10	2	100	102	90.09	581.75	NA	NA	NA	NA	UF	0.4	NA	UF
1089	C	10	2	105	107	90.14	582.04	NA	NA	NA	NA	UF	0.4	NA	UF
1089	C	10	2	110	112	90.19	582.33	NA	NA	NA	NA	UF	0.4	NA	UF
1089	C	10	2	115	117	90.24	582.62	NA	NA	NA	NA	UF	0.5	NA	UF
1089	C	10	2	120	122	90.29	582.92	NA	NA	NA	NA	UF	0.8	NA	UF
1089	C	10	2	125	127	90.34	583.21	NA	NA	NA	NA	UF	0.7	NA	UF
1089	C	10	2	130	132	90.39	583.5	NA	NA	NA	NA	UF	0.4	NA	UF
1089	C	10	2	135	137	90.44	583.79	NA	NA	NA	NA	UF	0.5	NA	UF
1089	C	10	2	140	142	90.49	584.08	NA	NA	NA	NA	UF	0.9	NA	UF
1089	C	10	2	145	147	90.54	584.37	NA	NA	NA	NA	UF	1	NA	UF
1089	C	10	2	149	150	90.59	584.67	NA	NA	NA	NA	UF	1.2	NA	UF
1089	C	10	3	5	6.5	90.64	584.96	NA	NA	NA	NA	UF	7.8	NA	UF
1089	C	10	3	8	9.5	90.67	585.13	NA	NA	NA	NA	UF	0.8	NA	UF
1089	C	10	3	10	12	90.69	585.25	NA	NA	NA	NA	UF	0	NA	UF
1089	C	10	3	15	17	90.74	585.54	NA	NA	NA	NA	UF	0	NA	UF
1089	C	10	3	20	22	90.79	585.83	NA	NA	NA	NA	UF	0	NA	UF
1089	C	10	3	25	27	90.84	586.12	NA	NA	NA	NA	UF	0	NA	UF
1089	C	10	3	30	32	90.89	586.42	NA	NA	NA	NA	UF	0	NA	UF
1089	C	10	3	35	37	90.94	586.71	NA	NA	3.08	-0.32	UF	0	NA	UF
1089	C	10	3	40	42	90.99	587	NA	NA	NA	NA	UF	0	NA	UF
1089	C	10	3	45	47	91.04	587.29	NA	NA	NA	NA	UF	0	NA	UF
1089	C	10	3	50	52	91.09	587.58	NA	NA	NA	NA	UF	0	NA	UF
